Method	ID	Branch	Number of mutations	FP	FN	TP
PhySigs	m7_S10_k1_eps0.2	5	112	0	7	4
PhySigs	m7_S10_k1_eps0.2	4	31	0	7	4
PhySigs	m7_S10_k1_eps0.2	7	150	0	4	9
PhySigs	m7_S10_k1_eps0.2	6	49	0	4	9
dSig	m7_S12_k1_eps0.2	1	77	1	2	7
dSig	m7_S12_k1_eps0.2	3	130	1	7	5
dSig	m7_S12_k1_eps0.2	2	157	0	2	7
dSig	m7_S12_k1_eps0.2	5	157	0	4	5
dSig	m7_S12_k1_eps0.2	4	186	1	6	6
dSig	m7_S12_k1_eps0.2	7	66	0	5	4
dSig	m7_S12_k1_eps0.2	6	16	0	4	5
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	1	77	0	1	8
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	3	130	0	5	7
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	2	157	0	1	8
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	5	157	0	1	8
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	4	186	0	5	7
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	7	66	0	5	4
PhyloSigFinder.dSig	m7_S12_k1_eps0.2	6	16	NA	NA	NA
PhySigs	m7_S12_k1_eps0.2	1	77	0	3	6
PhySigs	m7_S12_k1_eps0.2	3	130	1	7	5
PhySigs	m7_S12_k1_eps0.2	2	157	0	3	6
PhySigs	m7_S12_k1_eps0.2	5	157	0	3	6
PhySigs	m7_S12_k1_eps0.2	4	186	1	7	5
PhySigs	m7_S12_k1_eps0.2	7	66	0	3	6
PhySigs	m7_S12_k1_eps0.2	6	16	0	3	6
dSig	m7_S23_k1_eps0.2	1	200	0	9	7
dSig	m7_S23_k1_eps0.2	3	44	2	11	5
dSig	m7_S23_k1_eps0.2	2	108	2	10	6
dSig	m7_S23_k1_eps0.2	5	44	2	7	6
dSig	m7_S23_k1_eps0.2	4	56	1	10	6
dSig	m7_S23_k1_eps0.2	7	38	1	5	8
dSig	m7_S23_k1_eps0.2	6	176	1	5	8
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	1	200	0	7	9
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	3	44	1	12	4
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	2	108	2	9	7
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	5	44	0	6	7
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	4	56	0	9	7
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	7	38	0	7	6
PhyloSigFinder.dSig	m7_S23_k1_eps0.2	6	176	1	4	9
PhySigs	m7_S23_k1_eps0.2	1	200	0	9	7
PhySigs	m7_S23_k1_eps0.2	3	44	0	9	7
PhySigs	m7_S23_k1_eps0.2	2	108	0	9	7
PhySigs	m7_S23_k1_eps0.2	5	44	0	5	8
PhySigs	m7_S23_k1_eps0.2	4	56	0	9	7
PhySigs	m7_S23_k1_eps0.2	7	38	0	5	8
PhySigs	m7_S23_k1_eps0.2	6	176	0	5	8
dSig	m7_S30_k1_eps0.2	1	100	0	6	5
dSig	m7_S30_k1_eps0.2	3	102	0	6	4
dSig	m7_S30_k1_eps0.2	2	188	0	7	4
dSig	m7_S30_k1_eps0.2	5	75	0	7	4
dSig	m7_S30_k1_eps0.2	4	68	0	8	3
dSig	m7_S30_k1_eps0.2	7	132	0	7	4
dSig	m7_S30_k1_eps0.2	6	166	0	8	3
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	1	100	0	6	5
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	3	102	1	7	3
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	2	188	1	5	6
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	5	75	1	7	4
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	4	68	0	7	4
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	7	132	0	5	6
PhyloSigFinder.dSig	m7_S30_k1_eps0.2	6	166	0	5	6
PhySigs	m7_S30_k1_eps0.2	1	100	0	7	4
PhySigs	m7_S30_k1_eps0.2	3	102	0	6	4
PhySigs	m7_S30_k1_eps0.2	2	188	0	7	4
PhySigs	m7_S30_k1_eps0.2	5	75	0	7	4
PhySigs	m7_S30_k1_eps0.2	4	68	0	7	4
PhySigs	m7_S30_k1_eps0.2	7	132	0	7	4
PhySigs	m7_S30_k1_eps0.2	6	166	0	7	4
dSig	m7_S43_k1_eps0.2	1	13	3	14	1
dSig	m7_S43_k1_eps0.2	3	41	0	7	8
dSig	m7_S43_k1_eps0.2	2	159	0	8	7
dSig	m7_S43_k1_eps0.2	5	100	1	9	6
dSig	m7_S43_k1_eps0.2	4	100	2	11	4
dSig	m7_S43_k1_eps0.2	7	166	0	7	7
dSig	m7_S43_k1_eps0.2	6	94	2	12	3
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	1	13	NA	NA	NA
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	3	41	0	7	8
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	2	159	0	4	11
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	5	100	1	7	8
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	4	100	0	5	10
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	7	166	0	6	8
PhyloSigFinder.dSig	m7_S43_k1_eps0.2	6	94	1	7	8
PhySigs	m7_S43_k1_eps0.2	1	13	1	9	6
PhySigs	m7_S43_k1_eps0.2	3	41	1	9	6
PhySigs	m7_S43_k1_eps0.2	2	159	1	9	6
PhySigs	m7_S43_k1_eps0.2	5	100	1	9	6
PhySigs	m7_S43_k1_eps0.2	4	100	1	9	6
PhySigs	m7_S43_k1_eps0.2	7	166	0	7	7
PhySigs	m7_S43_k1_eps0.2	6	94	1	9	6
dSig	m7_S49_k1_eps0.2	1	92	2	6	6
dSig	m7_S49_k1_eps0.2	3	186	0	5	7
dSig	m7_S49_k1_eps0.2	2	15	1	8	4
dSig	m7_S49_k1_eps0.2	5	190	0	6	6
dSig	m7_S49_k1_eps0.2	4	132	0	5	7
dSig	m7_S49_k1_eps0.2	7	31	0	5	6
dSig	m7_S49_k1_eps0.2	6	60	0	7	5
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	1	92	1	7	5
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	3	186	0	6	6
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	2	15	NA	NA	NA
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	5	190	0	6	6
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	4	132	0	6	6
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	7	31	0	6	5
PhyloSigFinder.dSig	m7_S49_k1_eps0.2	6	60	0	7	5
PhySigs	m7_S49_k1_eps0.2	1	92	0	5	7
PhySigs	m7_S49_k1_eps0.2	3	186	0	5	7
PhySigs	m7_S49_k1_eps0.2	2	15	0	5	7
PhySigs	m7_S49_k1_eps0.2	5	190	0	5	7
PhySigs	m7_S49_k1_eps0.2	4	132	0	5	7
PhySigs	m7_S49_k1_eps0.2	7	31	3	7	4
PhySigs	m7_S49_k1_eps0.2	6	60	0	5	7
dSig	m7_S61_k1_eps0.2	1	157	0	7	6
dSig	m7_S61_k1_eps0.2	3	25	0	8	5
dSig	m7_S61_k1_eps0.2	2	111	0	7	6
dSig	m7_S61_k1_eps0.2	5	179	0	8	5
dSig	m7_S61_k1_eps0.2	4	154	0	6	7
dSig	m7_S61_k1_eps0.2	7	169	0	7	6
dSig	m7_S61_k1_eps0.2	6	103	0	7	6
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	1	157	0	7	6
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	3	25	0	8	5
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	2	111	0	6	7
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	5	179	0	5	8
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	4	154	0	6	7
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	7	169	1	6	7
PhyloSigFinder.dSig	m7_S61_k1_eps0.2	6	103	0	6	7
PhySigs	m7_S61_k1_eps0.2	1	157	0	7	6
PhySigs	m7_S61_k1_eps0.2	3	25	0	7	6
PhySigs	m7_S61_k1_eps0.2	2	111	0	7	6
PhySigs	m7_S61_k1_eps0.2	5	179	0	7	6
PhySigs	m7_S61_k1_eps0.2	4	154	0	6	7
PhySigs	m7_S61_k1_eps0.2	7	169	0	7	6
PhySigs	m7_S61_k1_eps0.2	6	103	0	7	6
dSig	m7_S66_k1_eps0.2	1	20	2	8	4
dSig	m7_S66_k1_eps0.2	3	51	1	8	4
dSig	m7_S66_k1_eps0.2	2	180	1	8	4
dSig	m7_S66_k1_eps0.2	5	125	0	10	7
dSig	m7_S66_k1_eps0.2	4	175	0	8	9
dSig	m7_S66_k1_eps0.2	7	183	1	8	4
dSig	m7_S66_k1_eps0.2	6	78	1	6	6
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	1	20	0	7	5
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	3	51	1	4	8
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	2	180	0	5	7
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	5	125	0	7	10
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	4	175	3	6	11
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	7	183	1	3	9
PhyloSigFinder.dSig	m7_S66_k1_eps0.2	6	78	0	5	7
PhySigs	m7_S66_k1_eps0.2	1	20	1	8	4
PhySigs	m7_S66_k1_eps0.2	3	51	1	8	4
PhySigs	m7_S66_k1_eps0.2	2	180	1	8	4
PhySigs	m7_S66_k1_eps0.2	5	125	0	11	6
PhySigs	m7_S66_k1_eps0.2	4	175	0	11	6
PhySigs	m7_S66_k1_eps0.2	7	183	1	8	4
PhySigs	m7_S66_k1_eps0.2	6	78	1	8	4
dSig	m7_S7_k1_eps0.2	1	181	0	8	7
dSig	m7_S7_k1_eps0.2	3	82	0	10	5
dSig	m7_S7_k1_eps0.2	2	180	0	7	8
dSig	m7_S7_k1_eps0.2	5	54	1	7	6
dSig	m7_S7_k1_eps0.2	4	153	0	7	6
dSig	m7_S7_k1_eps0.2	7	90	0	8	5
dSig	m7_S7_k1_eps0.2	6	119	0	8	5
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	1	181	1	5	10
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	3	82	1	8	7
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	2	180	1	7	8
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	5	54	0	8	5
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	4	153	1	5	8
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	7	90	0	4	9
PhyloSigFinder.dSig	m7_S7_k1_eps0.2	6	119	0	4	9
PhySigs	m7_S7_k1_eps0.2	1	181	0	7	8
PhySigs	m7_S7_k1_eps0.2	3	82	0	7	8
PhySigs	m7_S7_k1_eps0.2	2	180	0	7	8
PhySigs	m7_S7_k1_eps0.2	5	54	0	8	5
PhySigs	m7_S7_k1_eps0.2	4	153	0	8	5
PhySigs	m7_S7_k1_eps0.2	7	90	0	8	5
PhySigs	m7_S7_k1_eps0.2	6	119	0	8	5
dSig	m7_S81_k1_eps0.2	1	178	0	10	5
dSig	m7_S81_k1_eps0.2	3	176	0	8	5
dSig	m7_S81_k1_eps0.2	2	162	0	10	5
dSig	m7_S81_k1_eps0.2	5	36	3	12	3
dSig	m7_S81_k1_eps0.2	4	52	1	9	6
dSig	m7_S81_k1_eps0.2	7	164	0	9	6
dSig	m7_S81_k1_eps0.2	6	39	4	13	2
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	1	178	0	8	7
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	3	176	1	8	5
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	2	162	0	7	8
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	5	36	0	11	4
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	4	52	0	9	6
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	7	164	0	10	5
PhyloSigFinder.dSig	m7_S81_k1_eps0.2	6	39	1	9	6
PhySigs	m7_S81_k1_eps0.2	1	178	1	9	6
PhySigs	m7_S81_k1_eps0.2	3	176	0	8	5
PhySigs	m7_S81_k1_eps0.2	2	162	1	9	6
PhySigs	m7_S81_k1_eps0.2	5	36	1	9	6
PhySigs	m7_S81_k1_eps0.2	4	52	1	9	6
PhySigs	m7_S81_k1_eps0.2	7	164	1	9	6
PhySigs	m7_S81_k1_eps0.2	6	39	1	9	6
dSig	m7_S10_k1_eps0.3	1	126	0	9	6
dSig	m7_S10_k1_eps0.3	3	81	0	7	8
dSig	m7_S10_k1_eps0.3	2	117	1	8	7
dSig	m7_S10_k1_eps0.3	5	88	1	10	5
dSig	m7_S10_k1_eps0.3	4	174	0	9	6
dSig	m7_S10_k1_eps0.3	7	139	1	7	8
dSig	m7_S10_k1_eps0.3	6	63	1	7	8
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	1	126	0	9	6
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	3	81	1	8	7
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	2	117	1	8	7
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	5	88	0	10	5
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	4	174	0	7	8
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	7	139	1	7	8
PhyloSigFinder.dSig	m7_S10_k1_eps0.3	6	63	0	8	7
PhySigs	m7_S10_k1_eps0.3	1	126	0	8	7
PhySigs	m7_S10_k1_eps0.3	3	81	0	8	7
PhySigs	m7_S10_k1_eps0.3	2	117	0	8	7
PhySigs	m7_S10_k1_eps0.3	5	88	0	8	7
PhySigs	m7_S10_k1_eps0.3	4	174	0	8	7
PhySigs	m7_S10_k1_eps0.3	7	139	0	8	7
PhySigs	m7_S10_k1_eps0.3	6	63	0	8	7
dSig	m7_S12_k1_eps0.3	1	91	2	8	5
dSig	m7_S12_k1_eps0.3	3	117	2	7	6
dSig	m7_S12_k1_eps0.3	2	125	2	14	5
dSig	m7_S12_k1_eps0.3	5	96	1	8	5
dSig	m7_S12_k1_eps0.3	4	91	0	5	8
dSig	m7_S12_k1_eps0.3	7	150	2	7	6
dSig	m7_S12_k1_eps0.3	6	195	1	7	6
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	1	91	0	5	8
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	3	117	0	6	7
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	2	125	3	13	6
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	5	96	0	7	6
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	4	91	0	7	6
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	7	150	0	5	8
PhyloSigFinder.dSig	m7_S12_k1_eps0.3	6	195	2	4	9
PhySigs	m7_S12_k1_eps0.3	1	91	1	7	6
PhySigs	m7_S12_k1_eps0.3	3	117	1	7	6
PhySigs	m7_S12_k1_eps0.3	2	125	2	14	5
PhySigs	m7_S12_k1_eps0.3	5	96	1	7	6
PhySigs	m7_S12_k1_eps0.3	4	91	1	7	6
PhySigs	m7_S12_k1_eps0.3	7	150	1	7	6
PhySigs	m7_S12_k1_eps0.3	6	195	1	7	6
dSig	m7_S23_k1_eps0.3	1	178	2	8	6
dSig	m7_S23_k1_eps0.3	3	174	0	9	5
dSig	m7_S23_k1_eps0.3	2	115	1	9	5
dSig	m7_S23_k1_eps0.3	5	51	2	9	5
dSig	m7_S23_k1_eps0.3	4	54	0	11	3
dSig	m7_S23_k1_eps0.3	7	38	1	12	5
dSig	m7_S23_k1_eps0.3	6	176	0	6	8
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	1	178	1	4	10
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	3	174	1	8	6
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	2	115	1	4	10
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	5	51	0	7	7
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	4	54	0	8	6
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	7	38	1	12	5
PhyloSigFinder.dSig	m7_S23_k1_eps0.3	6	176	1	4	10
PhySigs	m7_S23_k1_eps0.3	1	178	0	7	7
PhySigs	m7_S23_k1_eps0.3	3	174	0	7	7
PhySigs	m7_S23_k1_eps0.3	2	115	0	7	7
PhySigs	m7_S23_k1_eps0.3	5	51	0	7	7
PhySigs	m7_S23_k1_eps0.3	4	54	0	7	7
PhySigs	m7_S23_k1_eps0.3	7	38	2	12	5
PhySigs	m7_S23_k1_eps0.3	6	176	0	7	7
dSig	m7_S30_k1_eps0.3	1	52	0	6	5
dSig	m7_S30_k1_eps0.3	3	33	2	7	4
dSig	m7_S30_k1_eps0.3	2	58	1	6	5
dSig	m7_S30_k1_eps0.3	5	162	0	5	6
dSig	m7_S30_k1_eps0.3	4	113	1	4	7
dSig	m7_S30_k1_eps0.3	7	154	0	4	7
dSig	m7_S30_k1_eps0.3	6	146	0	5	6
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	1	52	1	6	5
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	3	33	1	8	3
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	2	58	1	6	5
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	5	162	0	4	7
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	4	113	0	3	8
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	7	154	0	4	7
PhyloSigFinder.dSig	m7_S30_k1_eps0.3	6	146	1	4	7
PhySigs	m7_S30_k1_eps0.3	1	52	0	3	8
PhySigs	m7_S30_k1_eps0.3	3	33	0	3	8
PhySigs	m7_S30_k1_eps0.3	2	58	0	3	8
PhySigs	m7_S30_k1_eps0.3	5	162	0	3	8
PhySigs	m7_S30_k1_eps0.3	4	113	1	4	7
PhySigs	m7_S30_k1_eps0.3	7	154	0	3	8
PhySigs	m7_S30_k1_eps0.3	6	146	0	3	8
dSig	m7_S43_k1_eps0.3	1	55	0	8	7
dSig	m7_S43_k1_eps0.3	3	54	2	10	5
dSig	m7_S43_k1_eps0.3	2	174	0	8	7
dSig	m7_S43_k1_eps0.3	5	80	1	8	7
dSig	m7_S43_k1_eps0.3	4	32	3	12	3
dSig	m7_S43_k1_eps0.3	7	85	1	7	8
dSig	m7_S43_k1_eps0.3	6	123	3	9	6
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	1	55	0	8	7
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	3	54	0	6	9
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	2	174	0	3	12
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	5	80	2	9	6
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	4	32	1	9	6
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	7	85	0	8	7
PhyloSigFinder.dSig	m7_S43_k1_eps0.3	6	123	2	11	4
PhySigs	m7_S43_k1_eps0.3	1	55	0	8	7
PhySigs	m7_S43_k1_eps0.3	3	54	0	8	7
PhySigs	m7_S43_k1_eps0.3	2	174	0	8	7
PhySigs	m7_S43_k1_eps0.3	5	80	0	8	7
PhySigs	m7_S43_k1_eps0.3	4	32	0	8	7
PhySigs	m7_S43_k1_eps0.3	7	85	1	7	8
PhySigs	m7_S43_k1_eps0.3	6	123	0	8	7
dSig	m7_S49_k1_eps0.3	1	132	1	9	4
dSig	m7_S49_k1_eps0.3	3	156	0	7	9
dSig	m7_S49_k1_eps0.3	2	140	1	11	5
dSig	m7_S49_k1_eps0.3	5	185	1	9	7
dSig	m7_S49_k1_eps0.3	4	189	0	10	6
dSig	m7_S49_k1_eps0.3	7	63	2	10	3
dSig	m7_S49_k1_eps0.3	6	86	2	9	4
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	1	132	1	9	4
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	3	156	0	6	10
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	2	140	1	8	8
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	5	185	2	9	7
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	4	189	1	6	10
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	7	63	0	8	5
PhyloSigFinder.dSig	m7_S49_k1_eps0.3	6	86	2	8	5
PhySigs	m7_S49_k1_eps0.3	1	132	0	9	4
PhySigs	m7_S49_k1_eps0.3	3	156	1	9	7
PhySigs	m7_S49_k1_eps0.3	2	140	1	9	7
PhySigs	m7_S49_k1_eps0.3	5	185	1	9	7
PhySigs	m7_S49_k1_eps0.3	4	189	1	9	7
PhySigs	m7_S49_k1_eps0.3	7	63	0	9	4
PhySigs	m7_S49_k1_eps0.3	6	86	0	9	4
dSig	m7_S61_k1_eps0.3	1	132	0	10	6
dSig	m7_S61_k1_eps0.3	3	105	1	11	5
dSig	m7_S61_k1_eps0.3	2	66	0	12	4
dSig	m7_S61_k1_eps0.3	5	24	1	9	5
dSig	m7_S61_k1_eps0.3	4	32	2	12	4
dSig	m7_S61_k1_eps0.3	7	56	2	13	3
dSig	m7_S61_k1_eps0.3	6	41	1	9	7
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	1	132	0	8	8
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	3	105	1	10	6
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	2	66	0	12	4
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	5	24	2	11	3
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	4	32	1	13	3
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	7	56	0	13	3
PhyloSigFinder.dSig	m7_S61_k1_eps0.3	6	41	0	10	6
PhySigs	m7_S61_k1_eps0.3	1	132	0	12	4
PhySigs	m7_S61_k1_eps0.3	3	105	0	12	4
PhySigs	m7_S61_k1_eps0.3	2	66	0	12	4
PhySigs	m7_S61_k1_eps0.3	5	24	1	11	3
PhySigs	m7_S61_k1_eps0.3	4	32	0	12	4
PhySigs	m7_S61_k1_eps0.3	7	56	0	12	4
PhySigs	m7_S61_k1_eps0.3	6	41	0	12	4
dSig	m7_S66_k1_eps0.3	1	131	0	8	6
dSig	m7_S66_k1_eps0.3	3	67	1	9	5
dSig	m7_S66_k1_eps0.3	2	194	0	9	5
dSig	m7_S66_k1_eps0.3	5	172	0	8	3
dSig	m7_S66_k1_eps0.3	4	34	0	6	5
dSig	m7_S66_k1_eps0.3	7	93	0	7	7
dSig	m7_S66_k1_eps0.3	6	181	1	8	6
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	1	131	0	8	6
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	3	67	2	8	6
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	2	194	0	7	7
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	5	172	1	5	6
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	4	34	2	7	4
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	7	93	1	7	7
PhyloSigFinder.dSig	m7_S66_k1_eps0.3	6	181	1	7	7
PhySigs	m7_S66_k1_eps0.3	1	131	0	8	6
PhySigs	m7_S66_k1_eps0.3	3	67	0	8	6
PhySigs	m7_S66_k1_eps0.3	2	194	0	8	6
PhySigs	m7_S66_k1_eps0.3	5	172	1	7	4
PhySigs	m7_S66_k1_eps0.3	4	34	1	7	4
PhySigs	m7_S66_k1_eps0.3	7	93	0	8	6
PhySigs	m7_S66_k1_eps0.3	6	181	0	8	6
dSig	m7_S7_k1_eps0.3	1	54	2	7	5
dSig	m7_S7_k1_eps0.3	3	188	1	8	4
dSig	m7_S7_k1_eps0.3	2	62	3	8	4
dSig	m7_S7_k1_eps0.3	5	147	2	6	6
dSig	m7_S7_k1_eps0.3	4	79	1	7	5
dSig	m7_S7_k1_eps0.3	7	187	0	6	6
dSig	m7_S7_k1_eps0.3	6	59	3	8	4
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	1	54	0	8	4
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	3	188	0	4	8
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	2	62	0	7	5
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	5	147	0	5	7
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	4	79	1	7	5
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	7	187	0	3	9
PhyloSigFinder.dSig	m7_S7_k1_eps0.3	6	59	4	8	4
PhySigs	m7_S7_k1_eps0.3	1	54	0	6	6
PhySigs	m7_S7_k1_eps0.3	3	188	0	6	6
PhySigs	m7_S7_k1_eps0.3	2	62	0	6	6
PhySigs	m7_S7_k1_eps0.3	5	147	0	6	6
PhySigs	m7_S7_k1_eps0.3	4	79	0	6	6
PhySigs	m7_S7_k1_eps0.3	7	187	0	6	6
PhySigs	m7_S7_k1_eps0.3	6	59	0	6	6
dSig	m7_S81_k1_eps0.3	1	101	1	7	6
dSig	m7_S81_k1_eps0.3	3	180	0	4	9
dSig	m7_S81_k1_eps0.3	2	27	3	8	5
dSig	m7_S81_k1_eps0.3	5	74	2	8	3
dSig	m7_S81_k1_eps0.3	4	19	2	10	3
dSig	m7_S81_k1_eps0.3	7	21	2	9	4
dSig	m7_S81_k1_eps0.3	6	146	0	5	8
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	1	101	0	7	6
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	3	180	0	3	10
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	2	27	0	7	6
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	5	74	2	7	4
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	4	19	NA	NA	NA
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	7	21	0	10	3
PhyloSigFinder.dSig	m7_S81_k1_eps0.3	6	146	0	4	9
PhySigs	m7_S81_k1_eps0.3	1	101	0	5	8
PhySigs	m7_S81_k1_eps0.3	3	180	0	5	8
PhySigs	m7_S81_k1_eps0.3	2	27	0	5	8
PhySigs	m7_S81_k1_eps0.3	5	74	2	8	3
PhySigs	m7_S81_k1_eps0.3	4	19	0	5	8
PhySigs	m7_S81_k1_eps0.3	7	21	0	5	8
PhySigs	m7_S81_k1_eps0.3	6	146	0	5	8
dSig	m7_S10_k2_eps0.1	1	80	1	6	5
dSig	m7_S10_k2_eps0.1	3	145	0	6	6
dSig	m7_S10_k2_eps0.1	2	94	0	6	5
dSig	m7_S10_k2_eps0.1	5	99	0	3	8
dSig	m7_S10_k2_eps0.1	4	80	1	7	5
dSig	m7_S10_k2_eps0.1	7	22	2	7	4
dSig	m7_S10_k2_eps0.1	6	60	1	8	3
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	1	80	0	5	6
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	3	145	0	5	7
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	2	94	1	5	6
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	5	99	0	4	7
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	4	80	1	6	6
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	7	22	0	9	2
PhyloSigFinder.dSig	m7_S10_k2_eps0.1	6	60	1	6	5
PhySigs	m7_S10_k2_eps0.1	1	80	0	5	6
PhySigs	m7_S10_k2_eps0.1	3	145	0	6	6
PhySigs	m7_S10_k2_eps0.1	2	94	0	5	6
PhySigs	m7_S10_k2_eps0.1	5	99	0	3	8
PhySigs	m7_S10_k2_eps0.1	4	80	0	6	6
PhySigs	m7_S10_k2_eps0.1	7	22	0	5	6
